---𝑘|𝑛=𝑘·𝑛ⱼ·𝑛ᵢ |-----tⱼᵢ------|--------tₜₒₜₐₗ---------|------data e hora (utc)-------|ƒₙ(1/𝑒ᵉ) → 1/𝑒 ≈ 0.36787944117144 

----|----------|------|-------|---------|-------------|1446398661|2015/11/01 17:24:21|
 608| 304000000| 551.0|09:11.0| 355035.0|04 02:37:15.0|1446786413|2015/11/06 05:06:53|0.36793112558526639131781912952363466468826632903041190560730340208421622744664834617444450028908325430006408138679999810446399098745547091857888038186121587878551651330884865259492395611993395856971422415093544753743954877263990408974186956447567623219865075741877289674035472409098027680542980610478372116053101055856565659284920695828482736765998752409795549915591469921322403713972702024064350791468552239154660851154385693717782719217970438333269316059879618493913326676527363090716841649034731384
 609| 304500000| 552.0|09:12.0| 355587.0|04 02:46:27.0|1446786965|2015/11/06 05:16:05|0.36793108313250737113149530090706723967753616648441605037077223739105066411346055333242370166008768249485232113583517864785839275240641335028494979955390983357369075905231477540107766335934875617027810126425710264530364509784355664929566910383421063666826455459136844929962889459060496448230059131715763447999182495869458132980642975547358065166769476562097076092782798221755914036063780078900368665672230722786017092567137171195110712238970105768520658794505617311288805691882363922363820619935303723
 610| 305000000| 551.0|09:11.0| 356138.0|04 02:55:38.0|1446787516|2015/11/06 05:25:16|0.36793104078418564769871487655137513064784664198439670674212242332794448970480754990147390258997984580219147370452112801244059159367136680257189269723927027995916476096597029477209434692219625793077441485932918580128093763445781777490916052865839963149902584053825426937599158120646953531680815468209642040543318843988134738700217902680028083196393396487679423826524045229703039617549773998779464543950451890702621275696363655400762662935446552411868782578914124336721934852494169091544570720584291388
 611| 305500000| 551.0|09:11.0| 356689.0|04 03:04:49.0|1446788067|2015/11/06 05:34:27|0.36793099853987371679006432856195305911515623776980718689804130335739689477250493922134679218669391664755266394526425818784481745585686206809365346515189333601957932772461971660914386660959551085853393966630631235872662929814586975265746506833330008201242671279668167845367015274688373691050080003414581272674500693387159983183990542248714849394458319361366728095587714634268464154423528101815490010417218656901242502067673523346221114668168128621000350801381621352457703869172546701356610038257242762
 612| 306000000| 551.0|09:11.0| 357240.0|04 03:14:00.0|1446788618|2015/11/06 05:43:38|0.36793095639914652009261475851558830831045283341159483052739326711393913962392555222210531449364702793411664624720238583477401478188937812782781310449748254402068342640512630466772438983740386649424589378368409089566052908865961566731514021050910855269972457416657530783141631102954473738216741897099449595215649615735750709124242394255602954863667477369673848787468907200957446284620461896677675479580291289191136353761183074661266573190762584570882612598450646538429969743249915371094574998780848209
 613| 306500000| 552.0|09:12.0| 357792.0|04 03:23:12.0|1446789170|2015/11/06 05:52:50|0.36793091436158142724698976113979432100670978451401517281201125356430273253164914729521781713429101100045982898722795854171145833044588382097728100391012253812999497910984114813323567333790880716381275692071854227255192680947788229102238953603732383587799558983194324418289716157892856615650228862040688953086984590733987642761916174728298139295030251218983874539026632329577193889544073245440012446298705120688190594297695700946895546232573216044627847365840881532788145329533399942904971795243136495
 614| 307000000| 551.0|09:11.0| 358343.0|04 03:32:23.0|1446789721|2015/11/06 06:02:01|0.36793087242675821804540675779289984782752989141492523089187308866521455028253990369042224863014650268622826915052528861409424276645510673779521746737278714303638940259842457462855209943762033038657670785834429567845784929047979010544943515900841104050435492720173373628518868275263055308891557463427693354699334351115401063574738908074650445160319299446069428767268061437468849495203533852781219469888193163908255220773601279490114582694248670257094299270972286854493300167865607712525659210660873661
 615| 307500000| 552.0|09:12.0| 358895.0|04 03:41:35.0|1446790273|2015/11/06 06:11:13|0.3679308305942590647889897406782699210564722572700270547481769668496289772128297475625437924686794484513926096121962265373808428231296900219822146313190904605302179036942671880354921819739156117562390208945053391210692021131493998518114766983919013353929182739260295826458329353323055100861181028329691857207207777715463569201207784696997419051656356769610978505982372826305532074245322711995472056270385374090775668688678839678419843367935856176844130738730034794377652613706248376122646736895737763
 616| 308000000| 551.0|09:11.0| 359446.0|04 03:50:46.0|1446790824|2015/11/06 06:20:24|0.36793078886366851480267210050979784480740899307694084037684779640115046896687035668007039085677350350737918301100543976901147853898148765520534002866314724723432379993522351721364082865898248962704091570327577173624936903335916579292331815637162971726275022777291983557725625626869576459616950887606369720745555784563776388933248973948217105245472105771885283891146347987012974313719255679801379200590065366017693602547615180853670260821337574054478833845248151847562539462447294682435262264627446431
 617| 308500000| 552.0|09:12.0| 359998.0|04 03:59:58.0|1446791376|2015/11/06 06:29:36|0.36793074723457347310602865640249435878929884900324322545423457003211201407286597209312117848273500329490076064437831197768641260065573051827848063440678206519718117246303552728241839407493227075734252589852035848656489515174287363413763082816760611988440013414547243022637895539090210191562147126548127145770319162158017270232417517365816163112989375363459180549965223344206661936120093481831015986904413216751594822531439269085262646369726837583192560563776069174291256308097907986549332776105073006
 618| 309000000| 551.0|09:11.0| 360549.0|04 04:09:09.0|1446791927|2015/11/06 06:38:47|0.36793070570656318523839617148568154692212142027425344260333547966878376824869788848478843264233117321295789304158370995282201065122633348810346744249952068006533956027435226947122435601600665246647734784481519386688613807893553337895775650075370555049530703509000100666512682754869201067484592838821067394164993180654542478542156416181461255296306626798309028929840943329644652536462880800409182225505568997365874107345690420273385784452377879210927496887640809875303481250459381111297130380966700483
 619| 309500000| 551.0|09:11.0| 361100.0|04 04:18:20.0|1446792478|2015/11/06 06:47:58|0.36793066427922922023666152544647848788452194218980983104575232359562491221064028661201582663640392990280347017116745900736602501748486314304215486159701429225179247840951620677103469895217491829396804146132611592487455554876269777334384405443409654765054397700325380782066296870394096061370938547755308649942740684102859307641662212867230943408748167451593690987288273325284388019527118487226892493573311310997280854286450031324088764021675080249186425212208405375215364169093605283591123944130212242
 620| 310000000| 552.0|09:12.0| 361652.0|04 04:27:32.0|1446793030|2015/11/06 06:57:10|0.36793062295216545376411633015426348011218567628238494572161144565671259534518446452959389284510044006811376608848894865502221931737173234687289109676357847409658746999101308150001816697588472450140069740548652247977702825397305499479166588376369814972353575354969255379058257958729179817723830805764810882331084120409305174286851316906346110013778740143784771707550167725053949766184417497034804367805191534465258939801082432459349979331497438658619173411353027370500825488716665465660642923905564024
 621| 310500000| 551.0|09:11.0| 362203.0|04 04:36:43.0|1446793581|2015/11/06 07:06:21|0.36793058172496805138879612086710695385111240439517439101934685156362166129283967422790535130289812135340034066460191260199599104113588264391380252725167600890719874146180772868200975880140113377912905416733906525830392436954129728555893931503755874735135184749544589131014431841812961631881149462014327818674759234952789727524616480421668956140304674878358682083902124414561917489095295346081888659916217724522113422804932277014940542303987318810836482368353683177998945314353486443648086172344434945
 622| 311000000| 551.0|09:11.0| 362754.0|04 04:45:54.0|1446794132|2015/11/06 07:15:32|0.36793054059723545200974133738278412532087331281146727707561709415062983173092776684467347849344728501909778686057794715959041070547328761522976866893992807947113749567850083423966734746292164427278266319617233820276289707384514847462123460435242921222030996905725821149983490023720785080676183041323353455952343110970716772151147023655294512571924293998931575996650152433161182712128404956536460821739626009037751745796682548503703928360846200505045489330890928081518683913552677637336675571839088175
