   k     k*nj*ni   tji        t total   fn

2015-11-01 17:24:21-01:00
0724   362000000   622   1 12:19:19.0   0.36792680434864243174879799299947650903729996852609646954480234530394773065754100447331467791516730377885450268497295123263659508764101688713497129050290530563941722844223406275826333266108234007849900912686990126512074889953804818024089014002110161879032452111265565119919716940186612996559098856890055280444880140517416099352142400468202642500524755300042675865613243329130312897620892677584994357138450395613446861059639905103979619614418067151667301923995938508222321090674692705442724871448958686
0725   362500000   552   1 12:28:31.0   0.36792677167206120492525168675192509569654211250496667236835211061804224435529880523874087002533913386096212329808389666572816920921842573652059554995322842950957118327988995487508207292512038072150093446156893553637930860298001199899642019733691315452047727023960195805223491621662372577560359396958234029260101897694864834870562960296070699389296031580383182536277247357551489189761916579397792702900793115411979724216367679909788330774573832168837670689913150438685930017810229818815656565817637254
0726   363000000   552   1 12:37:43.0   0.36792673906301828979430903135321159613319220753253530402885306564832033973715676282132385563338856039719229202179800519921992339013891423426112791449113201044797352533188389580160378782990734046483203436869966353898805916028837545425017874361761120136833596882108990320211188893022452476921902743795197860302606515956690843261937318066481821591306808180188502964483189815445073684093851939120113576524943588031156193413902521455137572941224059231819992220659552230432521335414481848610454973198396288
0727   363500000   552   1 12:46:55.0   0.367926706521281352389116955475289529173851323170457633637235365161942661063823593034502080275515337422259379286947442381758011271109580401377001386327672463963207420706788568662405977018422951998958782593413454411929584271706474845205286890403524091001723092293524144489416760169307593687530554867402645667820442555624782796686524183873213861825346044655755838664497756139147427140207970882143965511398796580410554903091901535770480197532172064520395630444092093392479031769901882018235982863688196
0728   364000000   632   1 12:57:27.0   0.36792667404661917613349747372255448337336353685313787697984694759915963213271747661658089169669251582474732856786223519047631679445955756566510981961711039720767022162406702207077610901109980212433118656557900502409395897574004085993278438266172179886736776967157130788912875159191746138977368388614035653047939651390120860995594396093595728409965752261747867803509611656463887139758102321621317310378768546951695279577512027775488137607906086769486809342842514808050942421731115202610070024103732634
0729   364500000   703   1 13:09:10.0   0.36792664163880165494201562586844758310589018263344928581162186219396441721734415758222852543983797859149404452733302909445172919735230626576197022729548386930497063273536762841325946002898656393112012892460702901409870006389047548055213639291524251160941052649936307209642738798062694990411720717279183901018987186349061142873641112694183117233721033952923486922071122412099676686690697628414070036063081754296372802840259363430402626892066803328868104070883741998651310645781458524386112627379869638
0730   365000000   599   1 13:19:09.0   0.36792660929759978637205165453092398304126588941053953447816262206425563914044718251857446882084361660525460771800147815079848315893912316588207895663841184937897523868718706176864866894856209744902371553720087271073021434992616259736366684089905268802697487309490302195000519224131874898901621548092074998632603940343222152438379698761049412601147044147231496142015659608897315568587491384390452767321983986900896881080399181934217359894987421248482367585925576469999546647969395320050693763328837374
0731   365500000   601   1 13:29:10.0   0.36792657702278566482741483979973115261919373993586485852574969641060288819566930454929928168080645687550634552785491619574255825464481242474831301854906171814446749056941028929876596952451783807383757175278012417267648435564208001384664921802037604643355711124400960906618901336523953543523721782737777444174633968355902792905583140992620990701842308446327623044019839980241362880044860326710087705737822282832566045773852089026839803118875578200464860962680254419346957958363883104162999156618648148
0732   366000000   584   1 13:38:54.0   0.36792654481413247481304115056329270635161031167294451822458748807665274870332358345188070767638187185005854719937091822137934187901382196237738363509985100782306689757403920544035306991990424960137314075648192301268805949633408023454994644236441752440845847438408300526167996290073489328467887579445533767206448724162907548735261384255341399549391445084182365640950688678063611130321335376237394125301115115219012296738689026852016045973627765378654865146814961599766115511360629769181841758855155197
0733   366500000   566   1 13:48:20.0   0.36792651267141448424032155851830872440817070901396632324160048863208495675676370775055131969595039299708217954351650259874298559919306435346973746639280742933337650748566232563894005991072734383294854224698995247800849374066824741170473949655749223105160965164551596143971609836140062979978171926186802092506597808335687635194831606103783291625186077842919222796818101076729087805405754243634104036970815908052629141830518474749931909108726543473606488141130592351791805273655523909281607777321405722
